Identifiant,Année_naissance,Education,Situation_matrimoniale,Revenu,Enfant_charge,Ado_charge,Date_acquisition_client,Nombre_jours_depuis_dernier_achat,Montant_vin,Montant_fruits,Montant_viande,Montant_poisson,Montant_sucreries,Montant_luxe,Nb_achats_promo,Achats_en_ligne,Achats_catalogue,Achats_magasin,Nb_visites_web_mois,Accepte_Campagne_3,Accepte_Campagne_4,Accepte_Campagne_5,Accepte_Campagne_1,Accepte_Campagne_2,Reclamation_client,Z_CostContact,Z_Revenue,Response,Nb_achats_total,Depense_totale,Recence_jours,Tenure_jours,Nb_categories_achetees,R_score,F_score,M_score,RFM_score
1272,1965,Master,Single,55250.0,0,1,,49,664.0,58.0,83.0,32.0,0.0,66.0,4,7,5,10,5,0,0,0,0,0,0,3.0,11.0,0,22,903.0,49,,5,3,5,4,354
1388,1975,Graduation,Single,33249.0,1,0,,11,6.0,10.0,21.0,19.0,14.0,42.0,2,2,1,3,6,0,0,0,0,0,0,3.0,11.0,0,6,112.0,11,,6,5,2,2,522
1044,1953,Graduation,Together,58398.0,0,0,,44,299.0,5.0,201.0,21.0,21.0,49.0,3,5,4,8,4,0,0,0,0,0,0,3.0,11.0,0,17,596.0,44,,6,3,4,3,343
6969,1982,Graduation,Together,50272.0,1,0,2013-07-08,75,99.0,13.0,66.0,43.0,8.0,4.0,3,4,1,5,7,0,0,0,0,0,0,3.0,11.0,0,10,233.0,75,4483.0,6,2,3,3,233
10479,1975,PhD,Married,76618.0,0,0,2012-07-12,64,749.0,40.0,294.0,121.0,160.0,147.0,1,3,2,5,1,0,0,0,0,0,0,3.0,11.0,0,10,1511.0,64,4844.0,6,2,3,5,235
3619,1960,2n Cycle,Divorced,87305.0,0,0,,19,345.0,25.0,501.0,63.0,138.0,80.0,1,5,3,8,2,0,0,1,0,0,0,3.0,11.0,1,16,1152.0,19,,6,5,4,4,544
1715,1978,Graduation,Together,25851.0,1,0,2013-11-02,45,9.0,4.0,18.0,7.0,5.0,5.0,2,2,0,3,7,0,0,0,0,0,0,3.0,11.0,0,5,48.0,45,4366.0,6,3,1,1,311
10159,1970,Graduation,Divorced,58710.0,0,1,,77,440.0,81.0,368.0,0.0,122.0,174.0,6,11,5,9,6,0,0,0,0,0,0,3.0,11.0,0,25,1185.0,77,,5,2,5,5,255
1463,1958,Graduation,Single,45160.0,1,1,,9,8.0,2.0,5.0,3.0,0.0,3.0,1,1,0,2,7,0,0,0,0,0,0,3.0,11.0,0,3,21.0,9,,5,5,1,1,511
5114,1965,Master,Married,74806.0,0,1,,1,670.0,9.0,249.0,0.0,28.0,9.0,2,5,4,5,4,0,0,0,0,0,0,3.0,11.0,0,14,965.0,1,,5,5,3,4,534
4990,1954,Graduation,Married,59111.0,0,0,2013-02-05,90,524.0,0.0,134.0,28.0,28.0,155.0,1,11,1,8,7,0,0,0,0,0,0,3.0,11.0,0,20,869.0,90,4636.0,5,1,5,4,154
4329,1984,PhD,Married,18988.0,1,0,,43,6.0,0.0,6.0,2.0,1.0,1.0,2,1,0,3,7,0,0,0,0,0,0,3.0,11.0,0,4,16.0,43,,5,3,1,1,311
10936,1965,Graduation,Married,72190.0,0,0,,79,597.0,166.0,597.0,172.0,166.0,249.0,1,5,6,4,3,0,0,0,0,0,0,3.0,11.0,0,15,1947.0,79,,6,2,3,5,235
4692,1976,Graduation,Married,7500.0,1,0,2012-01-08,19,7.0,0.0,12.0,13.0,7.0,32.0,5,4,1,2,9,1,0,0,0,0,0,3.0,11.0,1,7,71.0,19,5030.0,5,5,2,2,522
7212,1966,Graduation,Married,44794.0,0,1,2014-08-06,99,54.0,0.0,7.0,0.0,0.0,4.0,1,2,0,3,6,0,0,0,0,0,0,3.0,11.0,0,5,65.0,99,4089.0,3,1,1,2,112
6086,1955,Graduation,Married,80395.0,0,0,,62,445.0,25.0,706.0,80.0,76.0,48.0,1,6,5,12,2,0,0,0,1,0,0,3.0,11.0,0,23,1380.0,62,,6,2,5,5,255
437,1976,Master,Divorced,75012.0,0,0,,41,294.0,142.0,218.0,164.0,58.0,151.0,1,3,8,11,1,0,0,0,0,0,0,3.0,11.0,0,22,1027.0,41,,6,3,5,4,354
11171,1965,Master,Married,56962.0,2,1,2013-11-10,60,292.0,3.0,77.0,10.0,3.0,26.0,7,6,3,5,7,0,0,0,0,0,0,3.0,11.0,0,14,411.0,60,4358.0,6,2,3,3,233
11101,1991,Graduation,Together,89891.0,0,0,,17,412.0,22.0,132.0,59.0,28.0,183.0,1,11,6,8,4,0,0,1,0,0,0,3.0,11.0,0,25,836.0,17,,6,5,5,4,554
5329,1949,PhD,Divorced,35946.0,1,1,,24,8.0,0.0,3.0,0.0,0.0,0.0,1,0,0,3,5,0,0,0,0,0,0,3.0,11.0,0,3,11.0,24,,2,4,1,1,411
610,1953,PhD,Together,53593.0,1,1,2012-07-08,60,349.0,4.0,78.0,6.0,0.0,43.0,8,7,2,6,8,0,0,0,0,0,0,3.0,11.0,0,15,480.0,60,4848.0,5,2,3,3,233
9384,1978,Graduation,Married,66373.0,1,1,2013-12-06,57,328.0,9.0,124.0,12.0,24.0,109.0,7,4,2,10,3,0,0,0,0,0,0,3.0,11.0,0,16,606.0,57,4332.0,6,3,4,3,343
5956,1948,PhD,Divorced,45072.0,1,2,,74,144.0,2.0,99.0,7.0,2.0,30.0,5,6,1,4,8,0,0,0,0,0,0,3.0,11.0,0,11,284.0,74,,6,2,3,3,233
10430,1973,Graduation,Divorced,89694.0,1,1,2013-09-10,22,1126.0,28.0,211.0,37.0,28.0,42.0,3,4,3,4,5,0,1,1,1,0,0,3.0,11.0,0,11,1472.0,22,4419.0,6,4,3,5,435
7875,1949,Graduation,Married,72025.0,0,0,,46,967.0,0.0,617.0,43.0,50.0,0.0,1,4,8,13,2,0,1,1,1,0,0,3.0,11.0,1,25,1677.0,46,,4,3,5,5,355
7072,1973,Graduation,Married,67432.0,0,1,,69,432.0,79.0,341.0,177.0,136.0,170.0,2,8,5,4,4,0,0,0,0,0,0,3.0,11.0,0,17,1335.0,69,,6,2,4,5,245
6255,1952,Master,Together,70545.0,0,1,2014-03-06,29,138.0,39.0,63.0,55.0,18.0,21.0,1,4,1,7,2,0,0,0,0,0,0,3.0,11.0,0,12,334.0,29,4242.0,6,4,3,3,433
6516,1989,Basic,Married,17487.0,1,0,,37,0.0,0.0,1.0,7.0,4.0,6.0,1,1,0,2,7,0,0,0,0,0,0,3.0,11.0,0,3,18.0,37,,4,4,1,1,411
5564,1969,Graduation,Together,62882.0,0,1,2012-09-08,26,509.0,133.0,497.0,78.0,24.0,97.0,2,7,5,6,4,0,0,0,0,0,0,3.0,11.0,0,18,1338.0,26,4786.0,6,4,4,5,445
5682,1953,PhD,Single,64108.0,0,1,,8,948.0,10.0,86.0,13.0,21.0,21.0,4,6,9,11,5,0,0,0,0,0,0,3.0,11.0,0,26,1099.0,8,,6,5,5,4,554
7458,1956,Master,Together,34941.0,1,1,2013-06-03,26,39.0,2.0,25.0,4.0,3.0,24.0,2,3,0,3,8,0,0,0,0,0,0,3.0,11.0,0,6,97.0,26,4518.0,6,4,2,2,422
5237,1950,PhD,Single,48767.0,1,2,2014-01-01,79,28.0,1.0,21.0,3.0,0.0,10.0,3,2,1,3,5,0,0,0,0,0,0,3.0,11.0,0,6,63.0,79,4306.0,5,2,2,2,222
7761,1978,2n Cycle,Together,38702.0,1,0,2013-01-08,71,13.0,11.0,24.0,13.0,8.0,40.0,2,3,0,4,6,0,0,0,0,0,0,3.0,11.0,0,7,109.0,71,4664.0,6,2,2,2,222
5278,1964,Graduation,Married,82224.0,0,0,,83,307.0,26.0,360.0,138.0,31.0,40.0,1,6,9,5,3,0,0,0,1,0,0,3.0,11.0,0,20,902.0,83,,6,1,5,4,154
3560,1952,Graduation,Together,83844.0,0,0,2013-12-05,57,901.0,31.0,345.0,75.0,31.0,191.0,1,4,4,11,1,0,0,1,0,0,0,3.0,11.0,0,19,1574.0,57,4333.0,6,3,4,5,345
7235,1975,2n Cycle,Married,17003.0,1,0,2013-09-12,37,2.0,5.0,12.0,4.0,8.0,7.0,3,2,0,4,5,0,0,0,0,0,0,3.0,11.0,0,6,38.0,37,4417.0,6,4,2,1,421
10548,1995,Graduation,Single,71163.0,0,0,2014-09-03,30,283.0,17.0,372.0,138.0,106.0,44.0,1,3,8,12,1,0,0,0,0,0,0,3.0,11.0,0,23,960.0,30,4061.0,6,4,5,4,454
2281,1970,Graduation,Single,33697.0,1,0,,34,4.0,3.0,7.0,0.0,3.0,11.0,1,1,0,2,7,1,0,0,0,0,0,3.0,11.0,0,3,28.0,34,,5,4,1,1,411
4073,1954,2n Cycle,Married,63564.0,0,0,,0,769.0,80.0,252.0,15.0,34.0,65.0,1,10,10,7,6,1,0,0,0,0,0,3.0,11.0,1,27,1215.0,0,,6,5,5,5,555
6974,1972,PhD,Together,83443.0,0,0,,89,518.0,42.0,742.0,55.0,56.0,84.0,1,6,10,5,2,0,0,0,0,0,0,3.0,11.0,0,21,1497.0,89,,6,1,5,5,155
7938,1958,PhD,Together,51518.0,0,1,2013-03-10,92,350.0,8.0,66.0,17.0,4.0,4.0,2,3,2,10,3,0,0,0,0,0,0,3.0,11.0,0,15,449.0,92,4603.0,6,1,3,3,133
7094,1975,Graduation,Widow,58330.0,0,1,,87,445.0,53.0,213.0,104.0,98.0,151.0,1,6,4,13,4,0,0,0,0,0,0,3.0,11.0,0,23,1064.0,87,,6,1,5,4,154
3667,1969,Graduation,Married,80952.0,0,0,,20,778.0,178.0,689.0,41.0,27.0,44.0,1,8,5,11,8,0,1,1,1,0,0,3.0,11.0,1,24,1757.0,20,,6,4,5,5,455
7723,1979,Graduation,Together,75507.0,0,0,2014-02-05,56,709.0,93.0,374.0,104.0,80.0,80.0,1,8,6,6,3,0,0,0,0,0,0,3.0,11.0,0,20,1440.0,56,4271.0,6,3,5,5,355
3870,1978,2n Cycle,Together,63855.0,0,0,2013-09-02,28,359.0,35.0,314.0,93.0,116.0,89.0,1,7,3,13,4,0,0,0,0,0,0,3.0,11.0,0,23,1006.0,28,4427.0,6,4,5,4,454
4012,1972,PhD,Together,62220.0,0,1,2012-11-08,55,799.0,12.0,375.0,16.0,12.0,12.0,5,7,6,5,6,0,0,0,0,0,0,3.0,11.0,1,18,1226.0,55,4725.0,6,3,4,5,345
5909,1964,Graduation,Married,58512.0,0,1,,25,895.0,10.0,101.0,13.0,0.0,152.0,5,3,4,8,8,0,0,0,0,0,0,3.0,11.0,0,15,1171.0,25,,5,4,3,4,434
10470,1979,Master,Married,40662.0,1,0,,0,40.0,2.0,23.0,0.0,4.0,23.0,2,2,1,3,4,0,0,0,0,0,0,3.0,11.0,0,6,92.0,0,,5,5,2,2,522
6488,1959,PhD,Married,38829.0,0,1,2014-06-04,86,76.0,0.0,7.0,0.0,0.0,16.0,1,3,2,2,5,0,0,0,0,0,0,3.0,11.0,0,7,99.0,86,4152.0,3,1,2,2,122
10270,1981,2n Cycle,Married,35523.0,1,0,2013-03-10,8,11.0,5.0,22.0,12.0,5.0,11.0,2,3,0,3,7,0,0,0,0,0,0,3.0,11.0,0,6,66.0,8,4603.0,6,5,2,2,522
6887,1967,Graduation,Single,79146.0,1,1,,33,245.0,16.0,223.0,21.0,43.0,16.0,2,8,1,8,6,0,0,0,0,0,0,3.0,11.0,0,17,564.0,33,,6,4,4,3,443
6406,1988,Master,Married,78285.0,0,0,,13,647.0,107.0,391.0,175.0,67.0,40.0,1,6,4,10,3,0,0,0,0,0,0,3.0,11.0,0,20,1427.0,13,,6,5,5,5,555
7573,1978,PhD,Single,31626.0,1,0,2013-10-05,12,39.0,1.0,9.0,2.0,1.0,34.0,1,2,1,2,7,1,0,0,0,0,0,3.0,11.0,1,5,86.0,12,4394.0,6,5,1,2,512
4508,1952,Graduation,Single,75127.0,0,0,,92,203.0,35.0,305.0,46.0,17.0,227.0,1,2,11,5,1,0,0,0,0,0,0,3.0,11.0,0,18,833.0,92,,6,1,4,4,144
221,1955,Graduation,Married,48726.0,0,1,,90,138.0,3.0,38.0,4.0,0.0,59.0,3,3,2,4,6,0,0,0,0,0,0,3.0,11.0,0,9,242.0,90,,5,1,3,3,133
5331,1977,Graduation,Married,74985.0,0,0,2012-11-09,8,587.0,51.0,898.0,247.0,0.0,86.0,1,3,6,7,2,0,0,0,0,0,0,3.0,11.0,0,16,1869.0,8,4724.0,5,5,4,5,545
1911,1987,Graduation,Together,67430.0,0,0,2012-05-09,6,595.0,97.0,291.0,127.0,133.0,121.0,1,11,5,12,6,0,0,0,0,0,0,3.0,11.0,0,28,1364.0,6,4908.0,6,5,5,5,555
20,1965,2n Cycle,Married,46891.0,0,1,2013-01-09,91,43.0,12.0,23.0,29.0,15.0,61.0,1,2,1,4,4,0,0,0,0,0,0,3.0,11.0,0,7,183.0,91,4663.0,6,1,2,2,122
8786,1956,Master,Married,62058.0,0,1,,52,301.0,7.0,74.0,10.0,0.0,58.0,4,6,1,7,6,0,0,0,0,0,0,3.0,11.0,0,14,450.0,52,,5,3,3,3,333
10582,1979,Graduation,Married,72063.0,0,1,2013-03-07,3,180.0,32.0,348.0,76.0,32.0,90.0,2,5,2,12,2,0,0,0,0,0,0,3.0,11.0,0,19,758.0,3,4606.0,6,5,4,4,544
1915,1951,PhD,Married,78939.0,0,0,2013-12-12,57,794.0,115.0,243.0,150.0,0.0,205.0,1,8,5,6,3,0,0,0,0,0,0,3.0,11.0,0,19,1507.0,57,4326.0,5,3,4,5,345
8897,1965,Graduation,Single,42720.0,1,1,,9,392.0,5.0,91.0,28.0,26.0,112.0,8,7,3,7,8,0,0,0,0,0,0,3.0,11.0,1,17,654.0,9,,6,5,4,4,544
2371,1972,Graduation,Married,33622.0,1,1,,22,39.0,1.0,22.0,3.0,4.0,12.0,3,2,0,4,7,0,0,0,0,0,0,3.0,11.0,0,6,81.0,22,,6,4,2,2,422
4303,1957,PhD,Together,6835.0,0,1,2012-08-12,76,107.0,2.0,12.0,2.0,2.0,12.0,0,0,0,1,20,0,0,0,0,0,0,3.0,11.0,0,1,137.0,76,4813.0,6,2,1,2,212
6825,1953,Graduation,Together,41452.0,1,1,2013-06-03,86,13.0,0.0,3.0,0.0,0.0,0.0,1,1,0,2,7,0,0,0,0,0,0,3.0,11.0,0,3,16.0,86,4518.0,2,1,1,1,111
1072,1965,PhD,Single,40760.0,0,1,,64,70.0,0.0,17.0,0.0,0.0,6.0,2,2,1,3,6,0,0,0,0,0,0,3.0,11.0,0,6,93.0,64,,3,2,2,2,222
4964,1958,PhD,Together,74250.0,0,0,,90,680.0,11.0,392.0,75.0,0.0,0.0,1,2,11,4,1,0,0,0,0,0,0,3.0,11.0,0,17,1158.0,90,,4,1,4,4,144
2461,1955,Master,Single,51124.0,1,1,,79,26.0,1.0,11.0,0.0,1.0,4.0,2,1,0,3,3,0,0,0,0,0,0,3.0,11.0,0,4,43.0,79,,5,2,1,1,211
10736,1971,Graduation,Single,72258.0,0,1,2013-12-09,28,522.0,0.0,522.0,227.0,120.0,134.0,2,6,9,5,2,0,0,0,0,0,0,3.0,11.0,0,20,1525.0,28,4329.0,5,4,5,5,455
3194,1974,PhD,Single,71466.0,0,0,2014-05-04,86,412.0,12.0,546.0,78.0,182.0,0.0,1,4,4,10,1,0,0,0,0,0,0,3.0,11.0,0,18,1230.0,86,4183.0,5,1,4,5,145
10839,1976,Graduation,Together,36283.0,1,1,,42,6.0,5.0,5.0,8.0,0.0,5.0,2,1,0,3,4,0,0,0,0,0,0,3.0,11.0,0,4,29.0,42,,5,3,1,1,311
49,1970,Graduation,Single,20587.0,1,0,2014-11-05,39,2.0,3.0,6.0,4.0,1.0,9.0,1,1,1,2,7,0,0,0,0,0,0,3.0,11.0,0,4,25.0,39,3998.0,6,4,1,1,411
4290,1972,Graduation,Married,30467.0,1,0,,8,1.0,3.0,8.0,2.0,5.0,5.0,1,1,0,2,7,0,0,0,0,0,0,3.0,11.0,0,3,24.0,8,,6,5,1,1,511
10219,1972,Graduation,Together,31590.0,1,0,,40,6.0,2.0,15.0,6.0,6.0,3.0,1,1,0,3,8,0,0,0,0,0,0,3.0,11.0,0,4,38.0,40,,6,3,1,1,311
4211,1986,Basic,Married,20425.0,1,0,,5,4.0,12.0,5.0,3.0,16.0,17.0,2,2,0,3,7,0,0,0,0,0,0,3.0,11.0,0,5,57.0,5,,6,5,1,2,512
1135,1960,Master,Together,17144.0,1,1,,96,18.0,2.0,19.0,0.0,2.0,6.0,5,3,0,4,7,0,0,0,0,0,0,3.0,11.0,0,7,47.0,96,,5,1,2,1,121
6299,1968,PhD,Divorced,42564.0,0,1,2013-02-01,28,324.0,48.0,186.0,39.0,18.0,198.0,6,6,8,4,7,1,0,0,0,0,0,3.0,11.0,1,18,813.0,28,4640.0,6,4,4,4,444
10846,1978,Master,Married,43783.0,1,0,,22,327.0,9.0,125.0,25.0,4.0,139.0,6,7,1,8,7,1,0,0,0,0,0,3.0,11.0,0,16,629.0,22,,6,4,4,3,443
347,1976,Graduation,Divorced,40780.0,0,1,2012-08-09,30,229.0,27.0,71.0,13.0,3.0,34.0,4,7,1,5,9,0,0,0,0,0,0,3.0,11.0,0,13,377.0,30,4816.0,6,4,3,3,433
6543,1945,Master,Together,62847.0,0,0,,45,521.0,168.0,706.0,80.0,76.0,61.0,1,3,6,4,2,0,0,0,0,0,0,3.0,11.0,0,13,1612.0,45,,6,3,3,5,335
10446,1957,PhD,Married,82017.0,0,0,2012-07-11,58,184.0,23.0,446.0,30.0,23.0,23.0,1,5,4,7,2,0,1,1,1,0,0,3.0,11.0,1,16,729.0,58,4845.0,6,3,4,4,344
3479,1950,Graduation,Single,16813.0,0,0,,49,4.0,8.0,11.0,12.0,2.0,13.0,1,2,0,3,7,1,0,0,0,0,0,3.0,11.0,0,5,50.0,49,,6,3,1,1,311
11075,1978,Graduation,Married,51267.0,1,1,,37,183.0,2.0,64.0,7.0,2.0,12.0,4,3,3,5,4,0,0,0,0,0,0,3.0,11.0,0,11,270.0,37,,6,4,3,3,433
4442,1961,Graduation,Single,46524.0,0,1,2013-05-04,70,31.0,19.0,35.0,26.0,14.0,52.0,2,1,1,5,3,0,0,0,0,0,0,3.0,11.0,0,7,177.0,70,4548.0,6,2,2,2,222
199,1962,Master,Single,45183.0,0,0,,33,219.0,3.0,60.0,12.0,9.0,12.0,1,4,1,7,7,0,1,0,0,0,0,3.0,11.0,0,12,315.0,33,,6,4,3,3,433
6722,1954,PhD,Married,70421.0,0,1,,98,479.0,28.0,136.0,75.0,14.0,35.0,3,10,3,7,6,0,0,0,0,0,0,3.0,11.0,0,20,767.0,98,,6,1,5,4,154
796,1965,2n Cycle,Divorced,60161.0,0,1,,17,584.0,44.0,212.0,46.0,8.0,177.0,3,11,4,8,8,0,0,0,0,0,0,3.0,11.0,0,23,1071.0,17,,6,5,5,4,554
3749,1973,Graduation,Together,73926.0,0,0,2013-02-03,54,627.0,91.0,597.0,159.0,91.0,15.0,1,6,5,12,3,0,0,0,0,0,0,3.0,11.0,0,23,1580.0,54,4638.0,6,3,5,5,355
8523,1968,Graduation,Married,19329.0,1,0,,39,24.0,1.0,16.0,12.0,2.0,5.0,3,4,0,3,8,0,0,0,0,0,0,3.0,11.0,0,7,60.0,39,,6,4,2,2,422
310,1970,Master,Married,61872.0,0,1,,81,330.0,5.0,159.0,36.0,27.0,16.0,4,4,4,9,4,0,0,0,0,0,0,3.0,11.0,0,17,573.0,81,,6,1,4,3,143
8629,1956,Graduation,Widow,46984.0,1,1,,71,19.0,1.0,10.0,2.0,1.0,8.0,1,1,0,3,5,0,0,0,0,0,0,3.0,11.0,0,4,41.0,71,,6,2,1,1,211
236,1951,Graduation,Married,34838.0,1,1,,62,28.0,23.0,29.0,29.0,14.0,47.0,3,2,1,4,6,0,0,0,0,0,0,3.0,11.0,0,7,170.0,62,,6,2,2,2,222
9930,1944,PhD,Single,82716.0,0,0,2013-05-11,8,606.0,148.0,228.0,15.0,148.0,22.0,1,6,8,13,2,0,0,0,0,0,0,3.0,11.0,0,27,1167.0,8,4541.0,6,5,5,4,554
3483,1958,Graduation,Married,48192.0,0,0,2013-06-04,76,1039.0,43.0,204.0,153.0,58.0,29.0,3,2,8,12,8,0,1,0,1,1,0,3.0,11.0,1,22,1526.0,76,4517.0,6,2,5,5,255
4599,1976,Master,Married,49681.0,0,2,2013-04-11,66,411.0,0.0,26.0,0.0,0.0,21.0,6,7,1,7,7,0,0,0,0,0,0,3.0,11.0,0,15,458.0,66,4571.0,3,2,3,3,233
7326,1971,Master,Married,56850.0,0,1,,83,34.0,1.0,19.0,2.0,7.0,0.0,1,1,1,3,2,0,0,0,0,0,0,3.0,11.0,0,5,63.0,83,,5,1,1,2,112
7352,1957,Graduation,Married,55267.0,0,1,,28,161.0,28.0,136.0,32.0,3.0,45.0,4,3,4,6,3,0,0,0,0,0,0,3.0,11.0,0,13,405.0,28,,6,4,3,3,433
2350,1972,Graduation,Married,59666.0,1,1,,87,623.0,53.0,178.0,23.0,17.0,133.0,7,3,2,8,8,0,1,0,0,0,0,3.0,11.0,0,13,1027.0,87,,6,1,3,4,134
9145,1972,Graduation,Single,72504.0,0,1,2013-06-04,43,604.0,26.0,470.0,123.0,161.0,94.0,2,5,9,6,2,0,0,0,0,0,0,3.0,11.0,0,20,1478.0,43,4517.0,6,3,5,5,355
2964,1981,Graduation,Married,26872.0,0,0,,0,3.0,10.0,8.0,3.0,16.0,32.0,1,1,1,2,6,0,0,0,0,0,0,3.0,11.0,0,4,72.0,0,,6,5,1,2,512
5585,1972,Graduation,Single,21359.0,1,0,,1,12.0,2.0,17.0,6.0,1.0,10.0,2,2,0,3,8,0,0,0,0,0,0,3.0,11.0,1,5,48.0,1,,6,5,1,1,511
9687,1975,Graduation,Single,73170.0,0,0,,1,184.0,174.0,256.0,50.0,30.0,32.0,1,5,4,6,2,0,0,0,0,0,0,3.0,11.0,0,15,726.0,1,,6,5,3,4,534
3732,1955,Master,Married,52750.0,0,1,2013-04-02,72,393.0,0.0,239.0,90.0,69.0,69.0,6,5,7,9,4,0,0,0,0,0,0,3.0,11.0,0,21,860.0,72,4580.0,5,2,5,4,254
6303,1986,PhD,Together,91820.0,0,0,,72,410.0,73.0,747.0,76.0,161.0,30.0,0,5,5,12,1,0,0,0,0,0,0,3.0,11.0,0,22,1497.0,72,,6,2,5,5,255
11176,1970,PhD,Together,65968.0,0,1,2014-12-05,12,376.0,9.0,83.0,19.0,4.0,4.0,2,5,4,7,3,0,0,0,0,0,0,3.0,11.0,0,16,495.0,12,3968.0,6,5,4,3,543
2986,1976,Graduation,Married,30772.0,1,1,2014-12-03,89,7.0,2.0,4.0,2.0,1.0,4.0,1,1,0,2,6,0,0,0,0,0,0,3.0,11.0,0,3,20.0,89,3970.0,6,1,1,1,111
7462,1954,Graduation,Single,22507.0,0,0,,67,68.0,0.0,226.0,51.0,157.0,68.0,3,10,2,4,9,0,0,0,0,0,0,3.0,11.0,0,16,570.0,67,,5,2,4,3,243
3900,1972,Graduation,Married,65685.0,0,1,,54,642.0,14.0,49.0,0.0,7.0,57.0,1,9,2,9,5,0,0,0,0,0,0,3.0,11.0,0,20,769.0,54,,5,3,5,4,354
7034,1978,2n Cycle,Married,25804.0,1,0,2013-01-09,34,8.0,7.0,9.0,13.0,6.0,12.0,2,2,0,3,8,0,0,0,0,0,0,3.0,11.0,0,5,55.0,34,4663.0,6,4,1,1,411
9493,1980,PhD,Single,76412.0,0,0,2013-05-05,15,840.0,53.0,804.0,23.0,71.0,17.0,1,5,4,8,3,0,0,1,1,0,0,3.0,11.0,1,17,1808.0,15,4547.0,6,5,4,5,545
1143,1972,Graduation,Married,22063.0,1,0,2013-08-08,43,7.0,10.0,13.0,3.0,11.0,11.0,2,2,0,3,7,0,0,0,0,0,0,3.0,11.0,0,5,55.0,43,4452.0,6,3,1,1,311
1,1961,Graduation,Single,57091.0,0,0,,0,464.0,5.0,64.0,7.0,0.0,37.0,1,7,3,7,5,0,0,0,0,1,0,3.0,11.0,1,17,577.0,0,,5,5,4,3,543
3855,1963,Graduation,Married,22419.0,0,0,,74,30.0,3.0,47.0,19.0,21.0,42.0,1,3,2,2,8,0,0,0,0,0,0,3.0,11.0,0,7,162.0,74,,6,2,2,2,222
5536,1959,Graduation,Together,87771.0,0,1,,61,1492.0,38.0,287.0,50.0,57.0,33.0,1,5,10,4,6,0,1,1,1,1,0,3.0,11.0,1,19,1957.0,61,,6,2,4,5,245
5989,1959,2n Cycle,Divorced,78353.0,0,1,,51,752.0,122.0,476.0,39.0,153.0,34.0,1,10,2,11,8,0,0,0,0,0,0,3.0,11.0,0,23,1576.0,51,,6,3,5,5,355
9499,1954,Graduation,Married,93404.0,1,2,2013-07-05,97,1279.0,15.0,287.0,20.0,0.0,15.0,3,3,4,7,5,0,1,1,0,0,0,3.0,11.0,0,14,1616.0,97,4486.0,5,1,3,5,135
6768,1962,Graduation,Divorced,37859.0,1,2,2013-12-01,75,22.0,1.0,8.0,2.0,1.0,2.0,2,1,0,3,8,0,0,0,0,0,0,3.0,11.0,0,4,36.0,75,4337.0,6,2,1,1,211
2150,1958,PhD,Widow,80995.0,0,1,2013-11-05,83,860.0,28.0,409.0,73.0,56.0,56.0,1,8,9,4,4,0,0,0,0,0,0,3.0,11.0,0,21,1482.0,83,4363.0,6,1,5,5,155
6646,1984,Graduation,Together,16529.0,1,0,2014-01-03,23,3.0,0.0,5.0,13.0,0.0,1.0,1,1,0,3,6,0,0,0,0,0,0,3.0,11.0,0,4,22.0,23,4304.0,4,4,1,1,411
4887,1976,PhD,Divorced,55412.0,1,1,,65,10.0,5.0,28.0,11.0,1.0,8.0,1,2,0,3,5,0,0,0,0,0,0,3.0,11.0,0,5,63.0,65,,6,2,1,2,212
8560,1992,Graduation,Single,48789.0,0,0,2012-10-09,94,351.0,16.0,156.0,7.0,5.0,145.0,1,6,4,7,6,0,0,0,0,0,0,3.0,11.0,0,17,680.0,94,4755.0,6,1,4,4,144
3321,1967,PhD,Together,56575.0,0,2,2013-05-05,42,421.0,5.0,90.0,0.0,16.0,10.0,3,7,3,7,5,0,0,0,0,0,0,3.0,11.0,0,17,542.0,42,4547.0,5,3,4,3,343
11003,1980,2n Cycle,Together,25130.0,1,0,2013-02-10,10,2.0,5.0,7.0,0.0,18.0,18.0,2,2,0,3,7,0,0,0,0,0,0,3.0,11.0,0,5,50.0,10,4631.0,5,5,1,1,511
10402,1967,Graduation,Married,35441.0,1,1,,94,25.0,1.0,9.0,2.0,1.0,1.0,2,1,0,3,8,0,0,0,0,0,0,3.0,11.0,0,4,39.0,94,,6,1,1,1,111
9904,1956,Graduation,Married,71391.0,0,1,,50,336.0,123.0,274.0,46.0,123.0,141.0,5,6,5,12,3,0,0,0,0,0,0,3.0,11.0,0,23,1043.0,50,,6,3,5,4,354
6141,1972,Master,Single,49494.0,1,0,,46,191.0,9.0,97.0,0.0,6.0,82.0,2,6,1,5,7,0,0,0,0,0,0,3.0,11.0,0,12,385.0,46,,5,3,3,3,333
5687,1980,Graduation,Divorced,81702.0,0,0,,98,563.0,50.0,774.0,28.0,31.0,187.0,1,7,7,12,3,0,0,0,0,0,0,3.0,11.0,0,26,1633.0,98,,6,1,5,5,155
10856,1980,2n Cycle,Single,45889.0,0,1,2013-02-07,42,31.0,0.0,6.0,0.0,1.0,8.0,1,1,0,3,6,0,0,0,0,0,0,3.0,11.0,0,4,46.0,42,4634.0,4,3,1,1,311
5121,1977,Graduation,Single,56628.0,0,1,,30,479.0,5.0,82.0,7.0,17.0,171.0,2,7,6,5,5,1,0,0,0,0,0,3.0,11.0,0,18,761.0,30,,6,4,4,4,444
